CUSTOMER_ID|LIMIT_BAL|SEX|EDUCATION|MARRIAGE|AGE|PAY_2|PAY_3|PAY_4|PAY_5|PAY_6|BILL_AMT1|BILL_AMT2|BILL_AMT3|BILL_AMT4|BILL_AMT5|BILL_AMT6|PAY_AMT1|PAY_AMT2|PAY_AMT3|PAY_AMT4|PAY_AMT5|PAY_AMT6
26564|50000.0|1|2|2|26|2|2|2|2|2|32976.0|34154.0|33311.0|35246.0|34548.0|36910.0|2000.0|0.0|2800.0|0.0|3100.0|0.0
9298|100000.0|2|2|1|41|0|0|0|0|2|76828.0|77371.0|85154.0|84914.0|83097.0|1308.0|4000.0|10200.0|2100.0|2850.0|0.0|72375.0
10416|120000.0|2|1|2|29|0|0|0|0|0|3706.0|101833.0|103108.0|100953.0|83739.0|51424.0|100000.0|5369.0|4014.0|1000.0|1000.0|1000.0
27663|100000.0|2|2|1|26|0|0|2|0|0|95087.0|87380.0|87083.0|82653.0|72867.0|74140.0|3965.0|7138.0|0.0|2448.0|2674.0|2672.0
21324|260000.0|2|1|2|30|0|0|0|-1|-1|83138.0|93416.0|84117.0|28683.0|3154.0|13603.0|14038.0|5018.0|10000.0|3154.0|13603.0|9189.0
5667|200000.0|2|1|1|58|-2|-2|-2|-1|-1|-200.0|-200.0|-200.0|0.0|5957.0|0.0|0.0|0.0|200.0|5957.0|0.0|0.0
5120|220000.0|1|2|1|50|-2|-2|2|2|-1|0.0|200.0|200.0|200.0|11326.0|43100.0|200.0|0.0|0.0|11326.0|43100.0|4257.0
11535|30000.0|2|3|1|28|0|0|0|2|0|23176.0|23182.0|19083.0|19632.0|15252.0|14021.0|2867.0|2000.0|2000.0|0.0|1500.0|1353.0
23852|210000.0|2|1|2|31|0|0|0|0|0|40167.0|41518.0|43023.0|44005.0|45294.0|46387.0|2000.0|2500.0|2000.0|2000.0|2000.0|2000.0
9268|50000.0|2|1|2|25|0|0|-1|-1|-2|20916.0|14500.0|0.0|790.0|3696.0|6696.0|5000.0|0.0|790.0|3696.0|3000.0|5724.0
169|50000.0|2|2|2|22|0|0|0|0|0|50186.0|49061.0|43528.0|29606.0|30305.0|28895.0|1994.0|1500.0|1009.0|1124.0|1100.0|2000.0
22365|30000.0|2|3|1|39|0|0|0|0|0|30238.0|30166.0|29745.0|27468.0|27436.0|27613.0|2000.0|1635.0|1438.0|796.0|5000.0|1000.0
28102|180000.0|2|1|2|29|-1|-1|-1|-1|-1|9418.0|-897.0|2331.0|3596.0|3125.0|2702.0|0.0|5028.0|6411.0|3155.0|2702.0|10909.0
18350|100000.0|2|3|1|50|2|2|-1|0|0|110537.0|99734.0|99973.0|71008.0|66735.0|68621.0|0.0|3000.0|103000.0|2500.0|3000.0|3000.0
15979|180000.0|2|1|1|38|-1|-1|-1|-1|-1|27959.0|13855.0|16277.0|0.0|28743.0|8210.0|13855.0|16277.0|0.0|28743.0|8210.0|14004.0
17657|500000.0|1|2|1|44|0|0|0|0|0|91718.0|93338.0|96781.0|98274.0|100528.0|102748.0|4000.0|5000.0|4000.0|4000.0|4091.0|6169.0
28821|20000.0|2|2|2|22|0|0|0|0|0|15847.0|16885.0|18418.0|18915.0|17639.0|0.0|1300.0|1803.0|1300.0|1333.0|0.0|0.0
17974|50000.0|1|3|1|54|0|0|-1|0|0|55518.0|52931.0|55122.0|33975.0|18827.0|19222.0|3000.0|4000.0|53083.0|1268.0|708.0|664.0
28325|50000.0|1|1|2|35|0|0|0|0|0|48264.0|19142.0|18188.0|18397.0|18161.0|18383.0|1565.0|7240.0|795.0|1000.0|673.0|647.0
24766|210000.0|1|1|1|40|0|2|0|0|2|130868.0|138909.0|135322.0|136339.0|143681.0|140425.0|11760.0|0.0|4546.0|9524.0|2.0|4756.0
21817|200000.0|2|1|2|33|-1|0|0|0|0|8819.0|8565.0|14567.0|157631.0|143678.0|159782.0|8656.0|14040.0|154888.0|12848.0|50000.0|10000.0
14717|570000.0|1|1|2|31|0|0|0|0|-1|26775.0|28753.0|48474.0|42377.0|41302.0|1666.0|15004.0|25000.0|1302.0|1000.0|1666.0|3778.0
24719|400000.0|2|3|1|39|-1|-1|-1|-2|-1|2384.0|3500.0|471.0|-203.0|2371.0|1949.0|3603.0|471.0|203.0|2574.0|1949.0|1040.0
25623|50000.0|2|1|1|54|2|2|0|0|0|47927.0|50421.0|17637.0|17680.0|18091.0|18750.0|4090.0|0.0|633.0|696.0|1000.0|1000.0
24584|340000.0|2|1|2|31|0|0|0|0|0|112119.0|119230.0|259489.0|328507.0|283758.0|273018.0|25000.0|150000.0|90168.0|25001.0|10000.0|11000.0
18371|210000.0|2|2|1|44|0|0|0|0|0|89755.0|90031.0|70660.0|71172.0|71844.0|69923.0|3600.0|3100.0|2900.0|2600.0|2700.0|4000.0
18533|50000.0|1|2|2|25|0|0|0|-2|-2|43793.0|41739.0|20650.0|0.0|0.0|0.0|1651.0|1650.0|0.0|0.0|0.0|0.0
4361|280000.0|2|4|1|44|-2|-2|-2|-2|-2|5374.0|12360.0|20721.0|0.0|0.0|17131.0|12360.0|20721.0|0.0|0.0|17131.0|2681.0
7010|180000.0|2|1|2|34|0|0|0|0|2|85129.0|88701.0|91356.0|94820.0|100740.0|99015.0|5000.0|5000.0|5000.0|7500.0|0.0|6000.0
19897|270000.0|1|2|1|34|0|0|0|0|0|275572.0|277585.0|232661.0|150298.0|134808.0|129645.0|10332.0|10000.0|18021.0|8026.0|6011.0|5000.0
19484|110000.0|1|1|2|29|0|0|0|0|0|18166.0|18364.0|19742.0|23886.0|29949.0|34969.0|3000.0|3500.0|5500.0|10000.0|6000.0|10000.0
14575|20000.0|1|1|2|24|-1|-1|-1|-1|-1|0.0|150.0|0.0|597.0|0.0|4740.0|150.0|0.0|597.0|0.0|4740.0|0.0
2649|80000.0|2|1|2|29|0|0|0|0|0|48164.0|49388.0|51760.0|52650.0|55477.0|55020.0|2000.0|3305.0|3000.0|7767.0|7007.0|5000.0
5604|50000.0|1|2|1|41|0|0|0|0|0|43607.0|45375.0|46836.0|48635.0|19373.0|20129.0|2500.0|2500.0|3000.0|1500.0|2000.0|3000.0
7342|200000.0|2|1|2|32|-1|-1|-1|-2|-2|0.0|2300.0|15093.0|0.0|0.0|0.0|2300.0|15093.0|0.0|0.0|0.0|0.0
6531|200000.0|2|1|2|36|-2|-2|-2|-2|-2|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
6035|230000.0|1|2|2|34|-2|-2|-2|-2|-2|27178.0|0.0|856.0|6147.0|7387.0|13492.0|0.0|856.0|6147.0|7387.0|13492.0|6701.0
4373|80000.0|2|2|2|24|-1|-1|-1|0|0|2530.0|3041.0|6603.0|1483.0|1485.0|4665.0|3055.0|6622.0|1483.0|2.0|4683.0|1700.0
13464|50000.0|2|2|1|34|2|0|0|0|0|49378.0|48052.0|48573.0|28902.0|28205.0|30388.0|0.0|2033.0|1119.0|985.0|2000.0|4000.0
1|320000.0|1|2|1|32|0|0|0|0|0|43265.0|28007.0|24986.0|23844.0|20650.0|0.0|1528.0|3019.0|2022.0|2000.0|0.0|82600.0
16238|220000.0|2|1|1|44|0|0|0|0|0|215191.0|215969.0|216849.0|214030.0|213678.0|190469.0|10000.0|10000.0|7000.0|6568.0|6000.0|5000.0
15137|20000.0|1|3|2|28|0|0|0|0|0|16122.0|16787.0|14459.0|14743.0|16351.0|17126.0|2000.0|2000.0|2000.0|2000.0|2000.0|2000.0
15015|330000.0|2|3|2|45|0|0|0|0|0|335196.0|334954.0|335527.0|333860.0|335760.0|330121.0|12388.0|12378.0|12116.0|12450.0|12213.0|11678.0
9341|100000.0|1|2|2|26|0|0|0|0|0|60077.0|62438.0|49234.0|50521.0|51820.0|53056.0|4000.0|3000.0|2000.0|2000.0|2200.0|1700.0
24245|100000.0|2|1|1|43|-1|-1|-1|-1|-1|9122.0|22971.0|15537.0|27075.0|8423.0|37259.0|22982.0|15561.0|27091.0|8423.0|37259.0|16751.0
24424|360000.0|2|1|2|30|0|0|0|0|0|40514.0|31871.0|27793.0|19409.0|18093.0|10800.0|1800.0|2025.0|3000.0|2000.0|1000.0|2000.0
5209|20000.0|1|2|1|27|-1|-1|-1|-1|-1|690.0|665.0|1164.0|1523.0|1228.0|500.0|665.0|1164.0|1523.0|1228.0|500.0|0.0
21936|90000.0|2|2|1|45|2|2|2|2|2|45820.0|46770.0|45741.0|48729.0|49628.0|50680.0|2000.0|0.0|3755.0|2000.0|2000.0|2100.0
24403|60000.0|2|2|2|24|0|0|0|0|0|54216.0|55313.0|56127.0|57149.0|53721.0|54703.0|2000.0|2100.0|2000.0|2100.0|2000.0|2153.0
21766|520000.0|2|1|1|37|-2|-2|-2|-2|-2|4439.0|3487.0|7491.0|2310.0|12000.0|0.0|3913.0|7494.0|2310.0|12000.0|0.0|0.0
10494|50000.0|2|2|1|30|0|0|0|0|0|43334.0|41935.0|14854.0|14125.0|12176.0|13827.0|1986.0|1040.0|1000.0|1000.0|3000.0|1000.0
25352|300000.0|1|2|1|36|0|0|0|0|0|76382.0|166051.0|167541.0|167905.0|167974.0|170428.0|115718.0|7905.0|6509.0|5874.0|6116.0|6300.0
4188|30000.0|2|2|1|36|-1|-1|-1|-1|-1|326.0|326.0|833.0|326.0|802.0|802.0|326.0|833.0|326.0|802.0|326.0|0.0
14791|150000.0|2|3|1|33|0|0|0|0|-1|21112.0|13155.0|14534.0|3334.0|318.0|1963.0|5000.0|4500.0|3300.0|300.0|2029.0|16368.0
16200|80000.0|1|1|1|33|0|0|0|0|0|45524.0|62969.0|36217.0|36386.0|41596.0|27635.0|2000.0|10000.0|2000.0|6500.0|8000.0|5000.0
10086|200000.0|2|1|2|35|0|0|0|0|0|99291.0|87757.0|82417.0|83877.0|82814.0|35484.0|2742.0|3000.0|2018.0|2743.0|1578.0|9013.0
29354|110000.0|2|3|1|50|0|0|2|2|0|101084.0|103476.0|111998.0|112290.0|106721.0|107636.0|4700.0|11500.0|3925.0|0.0|5000.0|4100.0
6793|170000.0|2|1|1|44|-2|-2|-2|-2|-2|754.0|0.0|0.0|0.0|1903.0|0.0|0.0|0.0|0.0|1903.0|0.0|0.0
5758|290000.0|2|2|1|26|0|0|0|0|0|262518.0|180499.0|138326.0|128721.0|95657.0|90210.0|6500.0|5300.0|4000.0|5000.0|3000.0|2974.0
984|150000.0|1|1|2|29|0|0|0|0|0|7562.0|10609.0|14101.0|17523.0|18914.0|28516.0|3500.0|4000.0|4000.0|2000.0|10000.0|4000.0
14853|70000.0|1|2|2|25|3|2|0|0|0|12088.0|11601.0|12114.0|13597.0|15060.0|16653.0|0.0|1000.0|2000.0|2000.0|2000.0|2000.0
29998|300000.0|1|3|1|41|-1|-1|-1|-1|-1|1556.0|118157.0|11409.0|11907.0|3965.0|18327.0|118816.0|11488.0|11967.0|3983.0|18416.0|6260.0
6318|100000.0|2|2|2|30|0|0|0|0|0|58335.0|56745.0|56058.0|51573.0|47665.0|43756.0|2801.0|2300.0|1613.0|1594.0|1654.0|1222.0
7595|120000.0|2|2|2|31|0|0|0|0|0|115573.0|117767.0|115918.0|116918.0|118698.0|121372.0|5700.0|4172.0|4168.0|4770.0|5119.0|2954.0
21025|30000.0|2|2|2|34|2|2|2|2|2|26330.0|25608.0|28781.0|28000.0|29779.0|27343.0|0.0|3600.0|0.0|2524.0|0.0|1139.0
18148|160000.0|1|1|2|34|-2|-2|-1|-1|-2|0.0|150.0|1397.0|690.0|0.0|0.0|150.0|1397.0|690.0|0.0|0.0|0.0
10005|400000.0|2|2|2|42|-1|-1|-1|0|0|3608.0|4032.0|9885.0|65207.0|59247.0|53752.0|4052.0|9939.0|65243.0|1239.0|5366.0|10435.0
3676|200000.0|2|2|2|38|-2|-2|-2|-2|-2|3000.0|3000.0|3000.0|3000.0|3000.0|3000.0|3000.0|3000.0|3000.0|3000.0|3000.0|3000.0
19481|230000.0|2|1|1|49|-2|-2|-2|-2|-2|1034.0|299.0|8994.0|1796.0|3970.0|7214.0|299.0|8997.0|1808.0|3970.0|7214.0|3684.0
2967|160000.0|2|1|2|29|-1|-1|-1|-1|-1|-146.0|15414.0|1857.0|550.0|2602.0|10381.0|17833.0|2252.0|9694.0|10000.0|11797.0|7289.0
12649|150000.0|1|3|1|64|0|0|0|0|0|56852.0|58031.0|59202.0|60304.0|61650.0|0.0|2688.0|2730.0|2680.0|2850.0|0.0|0.0
21249|90000.0|1|2|2|28|2|0|0|2|0|82671.0|78750.0|66605.0|63795.0|61061.0|54646.0|0.0|3324.0|5380.0|0.0|2000.0|1800.0
7224|240000.0|2|2|2|35|0|0|0|0|0|227457.0|232729.0|223431.0|226361.0|223508.0|238587.0|9000.0|10000.0|8000.0|9000.0|19000.0|9000.0
7601|290000.0|2|1|1|43|-1|-1|-1|0|-1|1457.0|1799.0|5029.0|3103.0|1838.0|690.0|1808.0|5054.0|3109.0|9.0|693.0|3579.0
24569|80000.0|2|2|1|31|0|0|0|0|0|115293.0|75861.0|32282.0|32869.0|31988.0|48431.0|2006.0|2000.0|1520.0|888.0|16696.0|1700.0
9349|50000.0|1|3|1|43|0|0|0|0|0|50444.0|49654.0|49921.0|50512.0|20071.0|20277.0|2000.0|2050.0|1641.0|1000.0|1000.0|1000.0
8113|260000.0|2|3|2|49|-2|-2|-2|-2|-2|-5684.0|211466.0|200304.0|2735.0|316.0|305.0|217773.0|200304.0|2759.0|316.0|305.0|2596.0
19386|250000.0|2|1|1|31|-1|-1|-1|-1|-1|2198.0|7404.0|3186.0|5161.0|0.0|13714.0|7404.0|3186.0|5161.0|0.0|13714.0|3224.0
4785|120000.0|1|2|2|34|2|2|3|2|0|45755.0|46725.0|49653.0|48571.0|47664.0|48720.0|2000.0|4000.0|0.0|0.0|2000.0|2000.0
9037|130000.0|2|2|1|27|2|0|0|2|0|60032.0|54921.0|55055.0|54804.0|52439.0|52609.0|0.0|2000.0|6844.0|0.0|2071.0|2115.0
25029|20000.0|1|2|1|54|0|0|0|0|0|18398.0|19014.0|17836.0|19410.0|18512.0|14483.0|2000.0|1500.0|2900.0|1500.0|1000.0|0.0
12051|480000.0|1|1|1|44|0|0|0|0|0|350110.0|316685.0|312615.0|316685.0|302248.0|311651.0|14082.0|15023.0|15098.0|10008.0|15045.0|20164.0
26345|100000.0|2|3|2|28|-1|-1|0|0|0|7220.0|13677.0|49773.0|61244.0|31410.0|20529.0|13695.0|49813.0|50054.0|33.0|10028.0|100000.0
18216|50000.0|1|3|1|36|0|0|-1|-1|-2|10849.0|3701.0|4600.0|2300.0|0.0|0.0|1101.0|1000.0|2300.0|0.0|0.0|0.0
28590|180000.0|2|1|2|42|2|2|2|2|2|130304.0|140191.0|142477.0|141674.0|146312.0|149133.0|13600.0|6000.0|3000.0|8500.0|5300.0|300.0
15420|10000.0|2|3|2|22|0|0|-1|-1|2|7572.0|8520.0|6118.0|245.0|10274.0|9963.0|1118.0|1020.0|250.0|10300.0|0.0|200.0
20378|440000.0|2|1|1|41|-1|-1|0|0|0|3982.0|12516.0|15869.0|20849.0|331985.0|185315.0|16282.0|16031.0|23613.0|320008.0|5721.0|5376.0
19463|300000.0|1|1|1|55|0|0|0|0|0|127480.0|130168.0|134080.0|126996.0|127820.0|130325.0|4810.0|6164.0|6069.0|4425.0|4412.0|4123.0
22406|60000.0|2|1|2|46|0|0|0|0|2|30073.0|18385.0|20732.0|21196.0|23175.0|22724.0|3000.0|3000.0|1000.0|3000.0|0.0|3500.0
11217|230000.0|1|2|1|33|2|2|0|0|0|203218.0|208414.0|203466.0|150365.0|119512.0|87434.0|10000.0|0.0|8000.0|5000.0|5000.0|4243.0
5958|180000.0|1|2|1|45|0|0|0|0|0|119109.0|119166.0|121661.0|122244.0|119536.0|109210.0|6000.0|6000.0|5000.0|4200.0|3862.0|3887.0
3199|500000.0|2|1|1|52|-1|-1|-2|-2|-2|1323.0|1725.0|0.0|0.0|0.0|0.0|1725.0|0.0|0.0|0.0|0.0|0.0
17652|120000.0|2|3|1|36|0|0|0|0|0|9826.0|10838.0|11876.0|12853.0|13109.0|13015.0|1181.0|1219.0|1196.0|452.0|460.0|463.0
8712|280000.0|2|2|2|32|-2|-2|-2|-2|-2|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
3305|140000.0|2|2|2|31|0|0|0|0|0|50822.0|52468.0|52238.0|53368.0|56488.0|58542.0|2473.0|2000.0|2000.0|4000.0|3000.0|2000.0
27029|470000.0|1|2|1|45|0|0|0|0|0|293261.0|279104.0|220728.0|198425.0|182826.0|130586.0|18000.0|10018.0|10000.0|10000.0|4771.0|6000.0
12823|60000.0|1|1|2|27|-2|-1|-1|-1|-1|-109.0|-425.0|259.0|-57.0|127.0|-189.0|0.0|1000.0|0.0|500.0|0.0|1000.0
12314|300000.0|1|2|1|40|0|0|0|0|0|25492.0|28048.0|30582.0|33059.0|35498.0|39902.0|3000.0|3000.0|3000.0|3000.0|5000.0|5000.0
15258|150000.0|2|1|2|27|-1|0|-1|-1|-1|8000.0|13024.0|9809.0|8000.0|800.0|1072.0|13024.0|3000.0|8100.0|800.0|2524.0|24902.0
1397|30000.0|2|2|1|36|-1|-2|-2|-2|-1|528.0|-120.0|-120.0|-120.0|-120.0|6675.0|0.0|0.0|0.0|0.0|6795.0|21947.0
17142|320000.0|2|1|1|45|-2|-2|-1|-1|-1|0.0|0.0|0.0|370.0|9301.0|0.0|0.0|0.0|370.0|9301.0|0.0|0.0
9699|50000.0|2|2|1|30|0|0|0|0|-1|42326.0|19067.0|7690.0|8322.0|5522.0|1522.0|1500.0|1500.0|1000.0|200.0|2000.0|50000.0
27283|320000.0|1|2|2|32|0|0|-1|0|0|281017.0|187071.0|150441.0|167983.0|142305.0|153555.0|10454.0|80003.0|174169.0|10000.0|15013.0|1770.0
23307|30000.0|2|3|2|23|0|0|0|0|0|33171.0|32678.0|32218.0|31963.0|30942.0|29945.0|1524.0|1537.0|1755.0|1207.0|1076.0|1188.0
9899|10000.0|2|1|2|23|2|2|7|7|7|2400.0|2400.0|2400.0|2400.0|2400.0|2400.0|0.0|0.0|0.0|0.0|0.0|0.0
5682|140000.0|2|1|2|25|0|0|-2|-2|-2|2229.0|15985.0|0.0|0.0|0.0|0.0|15980.0|0.0|0.0|0.0|0.0|0.0
12575|10000.0|2|2|2|21|0|0|0|0|0|7888.0|8987.0|9604.0|9800.0|10000.0|0.0|1383.0|1000.0|196.0|200.0|1000.0|0.0
8083|240000.0|1|3|2|45|2|0|0|0|0|221341.0|213264.0|207403.0|201331.0|195040.0|188968.0|7000.0|7500.0|7300.0|7000.0|7000.0|5869.0
9245|50000.0|2|1|2|22|0|0|0|0|0|45107.0|30617.0|22324.0|18587.0|20316.0|18271.0|2000.0|2000.0|1000.0|2000.0|1000.0|2950.0
5220|90000.0|1|2|1|39|0|0|0|0|0|36703.0|38089.0|40162.0|41422.0|42172.0|34477.0|2000.0|3000.0|2000.0|1600.0|1500.0|2000.0
19486|50000.0|2|3|1|50|-1|3|2|2|-1|0.0|1381.0|1214.0|1494.0|457.0|5523.0|1381.0|0.0|457.0|0.0|5523.0|10379.0
27525|350000.0|2|1|1|56|-2|-2|-2|-2|-2|8451.0|36099.0|5117.0|6714.0|18801.0|13604.0|36108.0|5136.0|6735.0|18801.0|13604.0|7326.0
23193|30000.0|2|2|2|25|0|0|0|0|0|26815.0|27990.0|29224.0|26692.0|18466.0|29824.0|2000.0|2000.0|1527.0|1600.0|1000.0|1000.0
139|130000.0|1|2|2|37|0|0|0|0|0|117471.0|104341.0|96395.0|82476.0|84205.0|84162.0|3857.0|3734.0|2924.0|3029.0|3009.0|3116.0
3453|30000.0|2|3|1|39|2|2|2|2|2|20652.0|24993.0|24293.0|25896.0|26435.0|25859.0|4700.0|0.0|2010.0|1100.0|0.0|2100.0
17485|30000.0|1|2|2|51|0|0|0|0|0|29628.0|29253.0|28342.0|28282.0|30118.0|24584.0|1460.0|1560.0|2000.0|3077.0|804.0|761.0
23843|20000.0|2|1|2|24|0|0|0|0|0|16582.0|17721.0|18762.0|19729.0|20134.0|19590.0|1422.0|1333.0|1300.0|700.0|1000.0|1000.0
15886|20000.0|1|1|2|29|0|0|0|0|0|22819.0|19296.0|20183.0|20036.0|19965.0|20061.0|1700.0|2000.0|1600.0|1000.0|1500.0|1000.0
5301|160000.0|1|3|2|27|2|-1|0|0|0|80166.0|34775.0|34073.0|15676.0|99436.0|90927.0|0.0|142848.0|1800.0|90000.0|3300.0|3400.0
4052|280000.0|2|2|1|38|0|0|0|0|0|236583.0|230990.0|173668.0|177475.0|171566.0|175500.0|10000.0|6000.0|6000.0|6000.0|6000.0|5000.0
5295|90000.0|2|1|2|27|2|2|2|2|2|17374.0|16806.0|18768.0|18169.0|19682.0|19220.0|0.0|2251.0|0.0|1807.0|0.0|10000.0
1851|20000.0|1|2|2|35|2|2|2|2|2|11916.0|11434.0|13433.0|13398.0|13040.0|14518.0|0.0|2200.0|480.0|0.0|1702.0|200.0
9329|780000.0|1|1|1|48|0|0|0|0|0|171459.0|178587.0|190663.0|195124.0|184872.0|191090.0|10000.0|15004.0|10000.0|8000.0|10028.0|7003.0
10384|50000.0|2|2|1|55|0|0|0|0|0|41696.0|41768.0|42561.0|42871.0|7606.0|11267.0|1674.0|2079.0|2001.0|500.0|4423.0|4000.0
20477|180000.0|2|3|1|39|2|2|2|2|0|10159.0|12689.0|12183.0|13979.0|13621.0|14809.0|2710.0|0.0|2000.0|0.0|2000.0|2000.0
3959|200000.0|2|2|2|25|0|0|0|-1|-1|41357.0|22770.0|23231.0|6979.0|2428.0|2099.0|3262.0|3346.0|3034.0|2440.0|2109.0|0.0
22676|100000.0|1|2|2|29|0|0|0|0|2|43531.0|45103.0|45779.0|46912.0|49715.0|48791.0|2600.0|2200.0|2200.0|3900.0|0.0|6100.0
1408|50000.0|1|2|2|35|0|0|0|0|0|49878.0|46785.0|41728.0|41163.0|29408.0|30047.0|1718.0|2070.0|1505.0|1500.0|1242.0|1300.0
13774|20000.0|2|3|1|45|-1|-1|-1|-1|-1|1403.0|6920.0|10785.0|390.0|6210.0|1040.0|6990.0|10785.0|390.0|6210.0|1040.0|9113.0
18094|50000.0|2|1|2|26|-1|-2|-2|-1|0|5052.0|0.0|0.0|0.0|4400.0|9318.0|0.0|0.0|0.0|4400.0|5000.0|7000.0
18979|40000.0|2|2|2|24|0|0|0|0|0|38221.0|34975.0|19606.0|21272.0|22923.0|24539.0|3107.0|3000.0|2000.0|2000.0|2000.0|0.0
3620|100000.0|1|2|1|38|0|0|0|0|0|15788.0|8242.0|10095.0|11636.0|6649.0|8649.0|2000.0|2000.0|2007.0|2000.0|2000.0|5000.0
3697|250000.0|1|1|1|53|-2|-2|-2|-2|-2|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
5464|260000.0|2|3|1|53|-1|-1|-2|-2|-1|0.0|165.0|526.0|452.0|397.0|485.0|165.0|526.0|452.0|397.0|485.0|459.0
16406|180000.0|1|2|2|26|-1|-1|-1|-1|-1|316.0|692.0|316.0|692.0|316.0|859.0|692.0|316.0|692.0|316.0|859.0|1008.0
21729|400000.0|1|2|1|34|0|0|0|0|2|52271.0|56788.0|60049.0|60876.0|65178.0|45933.0|6000.0|5000.0|1902.0|5000.0|0.0|5000.0
18837|210000.0|1|2|2|37|0|0|0|0|0|142149.0|139025.0|50283.0|159231.0|155342.0|156769.0|6534.0|3069.0|110017.0|5496.0|6307.0|5376.0
10680|100000.0|1|2|1|53|0|0|0|0|0|43611.0|45415.0|47053.0|47747.0|48459.0|49560.0|2500.0|2400.0|1845.0|2400.0|2500.0|0.0
16154|60000.0|1|1|2|27|0|0|-2|-2|-2|10908.0|13331.0|0.0|0.0|0.0|0.0|8331.0|0.0|0.0|0.0|0.0|3860.0
20926|200000.0|2|2|1|41|-1|-1|-1|-1|-1|5592.0|0.0|1306.0|1623.0|620.0|849.0|0.0|1306.0|1679.0|620.0|849.0|1264.0
21616|50000.0|1|2|2|22|2|2|2|0|0|19875.0|19273.0|21133.0|19121.0|19663.0|20235.0|0.0|2500.0|0.0|1000.0|1050.0|600.0
11788|100000.0|1|2|1|46|-1|0|-1|-1|-1|390.0|3505.0|5695.0|3480.0|2949.0|477.0|3505.0|2695.0|3480.0|2949.0|477.0|1753.0
1412|180000.0|2|1|1|39|-1|-1|-1|-1|-1|1343.0|437.0|2297.0|4428.0|985.0|4028.0|438.0|2308.0|4446.0|987.0|4040.0|600.0
18673|100000.0|2|1|2|25|-2|-2|-2|-2|-2|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
20962|30000.0|1|2|1|27|4|3|2|2|3|10846.0|10533.0|10225.0|9912.0|11444.0|10975.0|0.0|0.0|0.0|1700.0|0.0|0.0
5380|50000.0|2|2|2|38|0|0|0|0|2|31426.0|23712.0|18919.0|24227.0|25229.0|12150.0|1655.0|1675.0|15000.0|2610.0|0.0|2000.0
12468|90000.0|2|1|2|24|0|0|0|0|0|53173.0|19825.0|20840.0|21023.0|20776.0|21055.0|1324.0|1339.0|1638.0|890.0|763.0|769.0
