CUSTOMER_ID|LIMIT_BAL|SEX|EDUCATION|MARRIAGE|AGE|PAY_0|PAY_2|PAY_3|PAY_4|PAY_5|PAY_6|BILL_AMT1|BILL_AMT2|BILL_AMT3|BILL_AMT4|BILL_AMT5|BILL_AMT6|PAY_AMT1|PAY_AMT2|PAY_AMT3|PAY_AMT4|PAY_AMT5|PAY_AMT6|default.payment.next.month
22572|50000.0|2|3|1|44|0|0|0|0|0|0|46363.0|47356.0|48905.0|49794.0|8820.0|9000.0|1762.0|2311.0|2200.0|176.0|180.0|9769.0|0
2949|180000.0|2|1|2|30|0|0|0|0|0|0|44478.0|40311.0|43847.0|50763.0|69026.0|32030.0|8000.0|10000.0|10000.0|23000.0|5000.0|4000.0|0
11830|210000.0|1|2|1|37|1|-1|-1|-1|-1|-1|0.0|650.0|325.0|325.0|325.0|325.0|650.0|325.0|325.0|325.0|325.0|325.0|1
15890|170000.0|2|2|2|23|0|0|0|0|0|0|139172.0|140837.0|139639.0|146931.0|98827.0|100833.0|4970.0|5300.0|10000.0|3500.0|3500.0|4000.0|0
26258|280000.0|2|2|1|44|0|0|-1|-1|-2|-2|390.0|0.0|780.0|0.0|0.0|0.0|0.0|780.0|0.0|0.0|0.0|0.0|1
6237|160000.0|1|2|1|27|0|0|0|0|0|-2|112022.0|85788.0|67093.0|30166.0|0.0|0.0|4342.0|4017.0|2190.0|3990.0|0.0|0.0|1
23344|60000.0|1|3|2|26|0|0|0|0|0|0|56387.0|57648.0|59521.0|58637.0|38490.0|38492.0|2200.0|2805.0|1764.0|1356.0|1500.0|1523.0|0
28950|40000.0|1|3|1|49|0|0|0|0|0|0|34203.0|33885.0|34605.0|35970.0|35711.0|39360.0|1880.0|1600.0|22703.0|1280.0|4632.0|0.0|0
249|140000.0|1|1|2|36|1|-1|-1|0|0|-1|-5.0|1135.0|17227.0|12918.0|10898.0|823.0|1140.0|17227.0|0.0|365.0|840.0|4507.0|0
19259|60000.0|1|2|1|35|2|2|2|2|2|2|20195.0|21267.0|21332.0|21680.0|23011.0|23498.0|1700.0|700.0|1000.0|2000.0|1000.0|0.0|0
12128|90000.0|1|3|2|50|0|0|0|0|0|0|80926.0|76495.0|71616.0|60177.0|54440.0|45788.0|3451.0|3243.0|2390.0|1840.0|1690.0|1954.0|0
20459|260000.0|2|1|1|41|0|0|0|2|0|0|157551.0|160759.0|351026.0|170671.0|169689.0|159066.0|7312.0|18934.0|23.0|3729.0|4226.0|514.0|0
6076|30000.0|1|1|2|28|0|0|0|0|2|0|10480.0|11503.0|12513.0|13804.0|13442.0|14066.0|1199.0|1209.0|1500.0|0.0|1000.0|1500.0|1
2130|120000.0|1|2|2|32|0|0|0|0|0|0|113650.0|105592.0|105428.0|76543.0|144089.0|74115.0|3999.0|6025.0|3069.0|3001.0|6000.0|3112.0|0
22843|200000.0|2|1|1|36|1|-2|-2|-2|-2|-2|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0
27909|180000.0|2|2|1|26|0|0|0|0|-1|-1|182026.0|111563.0|78169.0|0.0|2354.0|9446.0|4500.0|10056.0|200.0|2354.0|9446.0|0.0|0
5079|180000.0|1|3|2|55|0|0|0|0|0|0|193095.0|186835.0|182287.0|159992.0|145387.0|137632.0|6900.0|7100.0|5659.0|5100.0|4900.0|4400.0|0
19735|20000.0|1|2|2|22|-1|2|-1|0|0|0|2880.0|1435.0|1170.0|780.0|390.0|0.0|0.0|1170.0|0.0|0.0|0.0|780.0|0
19249|50000.0|1|1|2|27|0|0|0|0|2|0|43341.0|44442.0|45408.0|48279.0|47406.0|48553.0|1800.0|1729.0|3600.0|0.0|2055.0|2100.0|0
9435|20000.0|2|1|2|25|0|0|0|-1|-1|-2|17693.0|13037.0|600.0|1040.0|0.0|0.0|1081.0|600.0|1040.0|800.0|0.0|0.0|0
4508|360000.0|2|2|1|45|0|0|0|0|0|0|222505.0|199464.0|182886.0|109556.0|111286.0|90580.0|8000.0|7565.0|4100.0|4027.0|3445.0|2000.0|0
15665|430000.0|1|2|1|48|0|0|0|0|0|0|32263.0|32802.0|25645.0|25045.0|25568.0|26144.0|1794.0|2399.0|884.0|914.0|987.0|869.0|0
28238|80000.0|2|2|1|38|0|0|0|0|0|0|29249.0|28795.0|27006.0|23705.0|18275.0|18104.0|1800.0|1550.0|1244.0|751.0|612.0|667.0|0
20275|110000.0|2|1|2|32|0|0|0|-2|-2|-2|60558.0|30900.0|0.0|0.0|0.0|0.0|1900.0|0.0|0.0|0.0|0.0|0.0|0
17748|390000.0|2|1|1|39|-2|-2|-2|-2|-2|-2|48417.0|15530.0|112316.0|114797.0|131601.0|130295.0|2000.0|97472.0|4000.0|20000.0|31667.0|6539.0|0
17721|390000.0|1|2|1|36|1|-2|-2|-2|-2|-2|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0
15767|230000.0|2|1|1|46|-2|-2|-2|-2|-2|-2|4957.0|9463.0|7697.0|5308.0|2048.0|6283.0|9467.0|7697.0|5308.0|2048.0|6283.0|18157.0|0
17088|120000.0|2|2|1|50|2|0|0|0|2|2|81979.0|82726.0|85390.0|91549.0|92754.0|94722.0|3000.0|4000.0|7600.0|3600.0|3600.0|3600.0|1
24077|200000.0|1|1|2|34|-2|-2|-2|-2|-2|-2|485.0|1313.0|1144.0|933.0|1207.0|3149.0|1316.0|1147.0|935.0|1210.0|3158.0|2350.0|0
6565|80000.0|2|1|2|22|0|0|0|0|0|0|48305.0|48823.0|41495.0|36733.0|27692.0|27872.0|1739.0|1701.0|1439.0|980.0|1005.0|1216.0|0
10081|280000.0|2|1|2|35|0|0|0|0|0|0|211645.0|213513.0|106539.0|106361.0|108590.0|110915.0|6445.0|5245.0|3800.0|3881.0|4069.0|4035.0|0
29809|10000.0|2|2|3|38|0|0|0|-1|0|0|3213.0|2797.0|0.0|1660.0|660.0|660.0|1000.0|0.0|1660.0|0.0|0.0|0.0|0
18939|310000.0|2|1|2|32|-1|-1|-1|-1|-2|-2|13560.0|-65.0|6500.0|0.0|0.0|0.0|0.0|6565.0|0.0|0.0|0.0|0.0|0
1924|170000.0|1|1|1|51|-1|-1|-1|-1|-1|-1|316.0|316.0|316.0|316.0|316.0|316.0|316.0|316.0|316.0|316.0|316.0|316.0|0
16223|450000.0|2|1|3|37|1|-2|-2|-2|-2|-2|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0
11974|120000.0|2|1|2|34|0|0|0|0|0|0|67253.0|31954.0|16991.0|18730.0|21076.0|24134.0|1954.0|1991.0|3730.0|9076.0|4134.0|497.0|0
23015|90000.0|2|2|1|49|0|0|0|0|0|0|91263.0|70251.0|45385.0|46331.0|47494.0|48433.0|3100.0|1800.0|1700.0|2000.0|1746.0|1941.0|0
27279|180000.0|1|1|1|36|0|0|0|0|0|0|85703.0|84298.0|62201.0|81859.0|78566.0|77491.0|3614.0|2400.0|23500.0|3800.0|3700.0|500.0|0
21710|340000.0|2|2|2|47|0|0|0|0|0|0|196112.0|183453.0|167592.0|162628.0|142779.0|139548.0|6446.0|6207.0|5758.0|4853.0|4940.0|4600.0|0
34|150000.0|2|1|1|35|0|0|0|0|0|0|38484.0|43489.0|48194.0|32264.0|25579.0|0.0|8000.0|5175.0|3000.0|10000.0|0.0|0.0|0
15648|260000.0|1|1|2|29|0|0|0|0|0|0|256503.0|254732.0|244860.0|245165.0|236120.0|237705.0|9248.0|9021.0|8767.0|8317.0|8736.0|10025.0|1
23731|170000.0|1|3|1|31|0|0|0|0|0|0|3062.0|112762.0|112880.0|111210.0|111525.0|112360.0|112000.0|6000.0|4500.0|4500.0|5000.0|4500.0|0
29813|200000.0|1|1|1|54|0|0|-2|-2|-2|-2|205150.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0
11478|80000.0|2|2|2|26|1|-2|-2|-2|-2|-2|0.0|0.0|0.0|0.0|0.0|0.0|0.0|3100.0|0.0|0.0|0.0|0.0|0
29840|380000.0|1|1|1|57|0|0|0|0|0|0|319243.0|357782.0|374313.0|371566.0|362232.0|352161.0|150039.0|30031.0|27403.0|15168.0|35235.0|25078.0|0
22264|90000.0|2|2|1|45|-1|-1|-1|-1|-2|-2|37453.0|9009.0|179.0|0.0|0.0|0.0|24509.0|179.0|0.0|0.0|0.0|0.0|0
2483|180000.0|1|2|1|33|-2|-2|-2|-2|-2|-2|3187.0|3198.0|264.0|7352.0|1385.0|7880.0|3198.0|264.0|7373.0|1385.0|7880.0|0.0|0
16506|100000.0|1|3|2|47|0|0|0|0|0|-2|94667.0|97088.0|99520.0|102650.0|0.0|0.0|4000.0|4000.0|5000.0|0.0|0.0|0.0|0
23472|320000.0|1|1|2|30|-2|-2|-2|-2|-2|-2|5562.0|6061.0|3829.0|933.0|5446.0|8523.0|6091.0|3848.0|937.0|5473.0|8565.0|0.0|0
26668|50000.0|2|2|2|27|0|0|0|0|0|0|33944.0|29194.0|27862.0|21229.0|20178.0|19275.0|1513.0|2000.0|2000.0|1000.0|1000.0|1000.0|0
5171|50000.0|1|2|1|22|0|0|0|-1|-1|0|47559.0|50463.0|49094.0|1884.0|19792.0|19809.0|3690.0|2500.0|942.0|19792.0|727.0|792.0|0
9224|270000.0|2|1|2|27|0|0|0|0|0|-1|11306.0|11263.0|13021.0|4144.0|2291.0|36491.0|1500.0|2000.0|2000.0|1000.0|37500.0|1000.0|0
7278|20000.0|1|3|2|32|1|2|0|0|0|0|19844.0|19238.0|20205.0|19588.0|20037.0|19880.0|0.0|1302.0|685.0|748.0|697.0|690.0|0
18185|620000.0|2|1|2|31|0|0|0|0|0|0|569023.0|562316.0|475333.0|473182.0|481896.0|513798.0|23009.0|20004.0|20008.0|14000.0|35804.0|250005.0|0
5054|210000.0|2|1|2|30|1|-2|-2|-2|-1|-1|0.0|0.0|0.0|0.0|49525.0|0.0|0.0|0.0|0.0|49525.0|0.0|0.0|1
14408|200000.0|2|2|2|27|0|0|0|0|0|0|127843.0|131352.0|130884.0|132142.0|118084.0|114281.0|6579.0|4734.0|4368.0|4183.0|4227.0|4066.0|0
17588|150000.0|2|2|2|29|1|2|2|2|0|0|4577.0|4356.0|6643.0|2831.0|1745.0|3212.0|0.0|2400.0|0.0|1500.0|1500.0|1000.0|1
2217|240000.0|2|3|2|35|0|0|0|0|0|-1|18086.0|11226.0|7899.0|8072.0|728.0|24511.0|1133.0|1124.0|2000.0|728.0|24709.0|1972.0|0
25491|490000.0|1|1|2|36|-2|-2|-2|-2|-2|-2|5310.0|2691.0|3367.0|-46.0|9285.0|-14.0|2711.0|3384.0|0.0|9331.0|0.0|2960.0|0
8735|50000.0|1|1|2|26|0|0|0|0|0|0|29021.0|28408.0|29117.0|28764.0|28390.0|29443.0|1768.0|1477.0|1444.0|1100.0|1500.0|1100.0|0
5581|150000.0|1|2|2|37|-1|0|0|0|0|0|111880.0|106841.0|102490.0|103711.0|104153.0|103240.0|4000.0|3700.0|3700.0|3756.0|3800.0|3500.0|0
29250|140000.0|2|1|1|45|-1|-1|-1|-1|-1|-1|316.0|316.0|316.0|316.0|632.0|150.0|316.0|316.0|316.0|632.0|150.0|316.0|0
4623|150000.0|1|2|2|49|0|0|0|0|0|0|86035.0|86414.0|87852.0|88692.0|90211.0|91543.0|3090.0|3218.0|3196.0|3360.0|3310.0|3573.0|0
10453|220000.0|2|1|1|36|1|2|-1|2|-1|3|4086.0|3855.0|3055.0|1375.0|3338.0|3032.0|0.0|4000.0|0.0|3338.0|0.0|0.0|1
20114|50000.0|2|2|3|49|0|0|0|0|0|2|45681.0|14657.0|9677.0|8826.0|10177.0|9865.0|1209.0|1300.0|350.0|1500.0|0.0|300.0|0
2717|360000.0|2|2|2|25|-1|-1|-1|-1|-1|-1|442.0|442.0|442.0|442.0|434.0|442.0|444.0|444.0|444.0|436.0|452.0|886.0|0
6666|280000.0|1|3|2|35|0|0|0|0|0|0|275659.0|265870.0|269140.0|272665.0|159017.0|88321.0|10932.0|12011.0|10807.0|4306.0|4023.0|5387.0|0
21130|310000.0|2|1|1|43|0|0|0|0|0|0|66140.0|66637.0|68131.0|68585.0|68657.0|55457.0|6000.0|10000.0|3018.0|4000.0|3000.0|3000.0|0
25971|100000.0|1|1|2|27|2|0|0|2|2|2|34694.0|36014.0|39321.0|39145.0|39494.0|39896.0|1900.0|4200.0|900.0|1400.0|900.0|6440.0|1
8783|120000.0|1|2|2|25|1|2|0|0|0|0|117160.0|92262.0|79889.0|66828.0|55511.0|21938.0|70.0|8000.0|2000.0|1346.0|3000.0|0.0|1
9645|150000.0|2|1|1|34|1|-2|-2|-1|-1|-2|0.0|0.0|0.0|600.0|-150.0|-150.0|0.0|0.0|600.0|0.0|0.0|0.0|0
24574|50000.0|1|3|2|27|0|0|-2|-2|-1|-1|32590.0|-100.0|0.0|0.0|70.0|120.0|0.0|100.0|0.0|70.0|200.0|100.0|0
28413|30000.0|2|3|1|50|2|2|2|2|-1|0|29468.0|29688.0|28919.0|28000.0|13393.0|10539.0|1000.0|159.0|28426.0|24682.0|12.0|0.0|1
26241|310000.0|2|2|1|33|0|0|0|0|0|0|86513.0|82406.0|81964.0|74927.0|71636.0|66409.0|4000.0|3505.0|3500.0|2000.0|2200.0|3000.0|0
16573|500000.0|2|1|2|37|0|0|0|0|0|0|43643.0|46586.0|48832.0|49568.0|46939.0|49147.0|4000.0|3000.0|2000.0|2000.0|3000.0|7000.0|0
21718|220000.0|2|1|2|29|-2|-2|-1|-1|-1|-2|-12.0|-12.0|88.0|2207.0|1577.0|-963.0|0.0|100.0|2300.0|3083.0|732.0|231.0|0
449|180000.0|2|1|1|47|-1|-1|-1|-1|-1|-1|8059.0|11622.0|16379.0|9795.0|8414.0|6557.0|11680.0|16466.0|9844.0|8456.0|6589.0|5823.0|0
715|250000.0|1|3|1|42|0|0|-2|-2|-2|-2|41300.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0
15607|50000.0|1|1|2|36|2|2|0|0|0|0|45960.0|44883.0|40820.0|33545.0|46832.0|24101.0|0.0|1973.0|1784.0|845.0|1750.0|1010.0|1
25468|50000.0|1|2|1|58|-1|0|0|0|0|0|60524.0|61627.0|56937.0|51506.0|45058.0|37598.0|2200.0|2297.0|1751.0|1086.0|3307.0|1142.0|0
8616|210000.0|2|1|2|28|-1|-1|-1|0|0|0|11442.0|3738.0|7526.0|10217.0|11737.0|8114.0|3738.0|7526.0|5000.0|5000.0|162.0|27760.0|0
5018|210000.0|2|1|2|31|0|0|0|0|0|0|140839.0|119171.0|119680.0|118070.0|111841.0|111716.0|4500.0|6000.0|5102.0|5000.0|5000.0|4000.0|0
12799|150000.0|2|2|1|31|-2|-2|-2|-2|-1|0|416.0|416.0|416.0|416.0|37911.0|38299.0|416.0|416.0|416.0|37911.0|1400.0|1400.0|0
5281|200000.0|1|4|1|46|0|0|0|0|0|0|103138.0|94638.0|88227.0|82087.0|75285.0|78872.0|3929.0|4000.0|4000.0|3000.0|13000.0|13000.0|0
5716|60000.0|2|3|1|42|-1|-1|2|0|-1|-1|1570.0|21835.0|20680.0|390.0|390.0|14290.0|20680.0|0.0|0.0|390.0|14290.0|2892.0|1
907|130000.0|1|2|1|44|2|0|0|0|0|2|16357.0|17287.0|19992.0|22329.0|23964.0|23428.0|1500.0|3000.0|3000.0|2000.0|0.0|1500.0|1
7442|160000.0|2|2|1|45|-1|-1|-1|-1|-1|-1|19477.0|10477.0|7396.0|5224.0|16989.0|1640.0|10528.0|7433.0|5245.0|17053.0|1647.0|30028.0|0
25562|150000.0|1|1|2|30|-2|-2|-2|-2|-2|-2|989.0|1023.0|7542.0|1200.0|0.0|0.0|1023.0|7542.0|1200.0|0.0|0.0|689.0|0
12818|110000.0|1|1|3|55|1|2|2|2|3|2|92610.0|94755.0|92351.0|101140.0|99260.0|101577.0|4500.0|0.0|11300.0|0.0|4100.0|0.0|1
22879|60000.0|2|2|2|57|0|0|0|0|0|0|53584.0|41935.0|30077.0|30246.0|30257.0|29768.0|2000.0|2000.0|2300.0|2000.0|3000.0|1500.0|0
6291|80000.0|2|2|1|42|0|0|0|0|-2|-2|46911.0|31748.0|16000.0|0.0|0.0|0.0|1748.0|1000.0|0.0|0.0|0.0|0.0|0
12785|80000.0|1|1|2|23|0|0|0|-1|2|2|60130.0|59744.0|44031.0|48089.0|44789.0|30423.0|2550.0|1848.0|6084.0|38.0|4.0|70.0|0
5850|10000.0|1|3|3|54|1|2|0|0|0|0|8210.0|7936.0|8792.0|9117.0|9305.0|9504.0|0.0|1146.0|471.0|483.0|502.0|460.0|0
25826|20000.0|1|2|2|38|-1|-1|-1|0|0|-1|10462.0|3327.0|19305.0|17748.0|8269.0|1074.0|10287.0|19305.0|355.0|0.0|1074.0|0.0|0
4616|230000.0|2|3|1|33|0|0|0|0|0|0|233314.0|222220.0|210778.0|211132.0|179564.0|176949.0|8005.0|10002.0|15037.0|6500.0|16002.0|8002.0|0
17210|70000.0|1|3|1|50|0|0|0|0|0|0|68725.0|70413.0|70004.0|38102.0|28931.0|29143.0|3220.0|2220.0|28931.0|1000.0|1050.0|1052.0|0
1825|180000.0|2|2|1|41|-2|-2|-2|-2|-2|-2|21450.0|0.0|6980.0|10628.0|9920.0|6205.0|0.0|6980.0|10628.0|9920.0|6205.0|6381.0|0
28526|80000.0|2|2|1|26|0|0|0|0|0|0|78872.0|80301.0|74349.0|75443.0|57735.0|58139.0|2800.0|2800.0|2400.0|2100.0|2100.0|2100.0|0
9085|450000.0|2|2|1|42|0|0|0|0|0|0|7669.0|13267.0|18748.0|24711.0|33111.0|50885.0|7272.0|8764.0|9823.0|11123.0|20274.0|5374.0|0
24702|230000.0|2|2|1|46|-2|-2|-2|-2|-2|-2|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|83.0|0
17223|300000.0|1|1|1|45|-1|-1|-1|-1|-1|-1|5045.0|688.0|6431.0|3645.0|2041.0|1800.0|688.0|6495.0|3681.0|2448.0|1910.0|360.0|0
24315|50000.0|2|2|2|34|-2|-1|-1|0|0|-2|23264.0|13573.0|13876.0|13789.0|725.0|0.0|13573.0|13876.0|276.0|725.0|0.0|0.0|0
26016|320000.0|1|2|1|39|0|0|0|0|0|0|103918.0|93768.0|91523.0|91579.0|91193.0|92837.0|9203.0|3317.0|3506.0|4218.0|5000.0|6080.0|0
19648|70000.0|2|2|1|31|-1|0|0|0|2|2|6895.0|16381.0|18715.0|22630.0|22276.0|13564.0|10000.0|3000.0|4100.0|0.0|1000.0|0.0|1
15643|140000.0|1|1|2|32|0|0|0|2|0|0|50890.0|59395.0|73225.0|56999.0|61050.0|67086.0|9395.0|15000.0|0.0|5000.0|7086.0|6505.0|0
6421|170000.0|2|2|1|45|-1|-1|0|0|0|0|12847.0|9807.0|8101.0|6208.0|10460.0|11143.0|9807.0|5000.0|3749.0|6711.0|4432.0|0.0|0
28864|20000.0|2|2|2|26|1|2|2|0|0|0|19725.0|17368.0|16801.0|17789.0|17419.0|17628.0|1293.0|0.0|1281.0|771.0|640.0|790.0|0
23665|200000.0|2|4|2|40|0|0|0|0|0|0|201598.0|198373.0|152601.0|105588.0|73886.0|198487.0|10100.0|6700.0|5500.0|4500.0|127600.0|7500.0|0
27234|110000.0|1|2|2|27|0|0|0|0|0|0|107339.0|109029.0|106974.0|97327.0|60454.0|59062.0|3873.0|5051.0|3645.0|1984.0|3000.0|2356.0|0
18390|190000.0|2|1|2|40|-1|-1|-1|-1|-1|-1|991.0|991.0|991.0|666.0|991.0|1316.0|991.0|991.0|666.0|991.0|1316.0|816.0|0
10117|130000.0|2|1|2|30|2|2|2|2|2|0|124651.0|128263.0|129669.0|131057.0|128857.0|131469.0|7100.0|5000.0|5000.0|0.0|4928.0|4574.0|1
26773|110000.0|2|1|1|46|-1|-1|-1|-1|-1|-1|734.0|9455.0|1277.0|2170.0|16070.0|1760.0|9483.0|1338.0|2176.0|16070.0|1760.0|927.0|0
5826|50000.0|2|1|2|26|1|-2|-2|-2|-2|-2|-18.0|-18.0|-18.0|-18.0|-18.0|-18.0|0.0|0.0|0.0|0.0|0.0|0.0|0
24662|100000.0|2|2|2|27|3|2|0|0|-1|-1|104489.0|101123.0|101600.0|17046.0|1075.0|1442.0|0.0|4384.0|341.0|1075.0|1442.0|1396.0|1
21932|20000.0|1|1|2|31|0|0|0|0|0|0|18551.0|19595.0|20546.0|20250.0|19754.0|19833.0|1647.0|1598.0|692.0|697.0|777.0|797.0|0
28377|340000.0|2|2|1|36|1|-2|-2|-1|-1|-1|0.0|0.0|0.0|150.0|920.0|0.0|0.0|0.0|150.0|920.0|0.0|17386.0|0
25226|110000.0|2|1|2|32|0|0|0|0|0|0|46603.0|48351.0|51815.0|47225.0|34975.0|43725.0|2536.0|5000.0|1653.0|1500.0|10000.0|1495.0|0
19870|50000.0|2|2|2|25|0|0|0|0|0|0|47431.0|48306.0|35150.0|25104.0|20560.0|8614.0|2000.0|1542.0|1475.0|1000.0|350.0|386.0|1
11470|50000.0|1|3|2|28|0|0|0|0|0|0|57207.0|58211.0|48160.0|48398.0|17942.0|16334.0|2000.0|2100.0|1300.0|650.0|600.0|1652.0|0
8598|30000.0|1|3|1|55|3|2|2|7|7|7|2395.0|2395.0|2395.0|2395.0|2395.0|2395.0|0.0|0.0|0.0|0.0|0.0|0.0|1
8235|120000.0|1|2|2|39|1|-1|2|2|-2|-2|0.0|780.0|780.0|0.0|0.0|0.0|1170.0|0.0|0.0|0.0|0.0|0.0|0
29088|180000.0|1|2|1|46|0|0|0|0|0|0|60005.0|41223.0|49108.0|50016.0|45956.0|52926.0|3000.0|10000.0|3000.0|5000.0|15000.0|0.0|0
21400|360000.0|2|1|1|48|-1|-1|-2|-1|-1|-1|485.0|-15.0|-15.0|12588.0|1243.0|-6.0|0.0|0.0|12603.0|1250.0|0.0|420.0|0
25465|210000.0|1|1|1|39|-2|-2|-2|-1|-1|-2|980.0|0.0|650.0|3446.0|0.0|0.0|0.0|650.0|3446.0|0.0|0.0|0.0|1
16954|80000.0|2|2|1|37|-2|-2|-2|-2|-2|-2|1324.0|1087.0|0.0|5963.0|1280.0|1243.0|1087.0|0.0|5963.0|1280.0|1243.0|1216.0|0
28625|100000.0|1|3|1|35|2|2|0|0|2|2|101326.0|97751.0|92431.0|97227.0|88899.0|93766.0|0.0|3500.0|7000.0|0.0|7000.0|0.0|1
19810|500000.0|1|1|1|46|0|0|0|0|0|0|16347.0|20496.0|14509.0|16910.0|10854.0|16809.0|17029.0|8014.0|14030.0|7012.0|16016.0|14004.0|0
2565|160000.0|1|2|2|43|0|0|-2|-2|-2|-2|8460.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0
18548|140000.0|1|1|2|34|2|2|2|2|2|2|124640.0|131032.0|132065.0|129307.0|131154.0|134470.0|9900.0|4700.0|800.0|4012.0|9800.0|1.0|1
12323|10000.0|2|2|2|22|0|0|-1|0|0|-2|7418.0|8080.0|780.0|780.0|0.0|0.0|1000.0|780.0|0.0|600.0|0.0|0.0|0
