CUSTOMER_ID|LIMIT_BAL|SEX|EDUCATION|MARRIAGE|AGE|PAY_4|PAY_5|PAY_6|BILL_AMT3|BILL_AMT4|BILL_AMT5|BILL_AMT6|PAY_AMT3|PAY_AMT4|PAY_AMT5|PAY_AMT6
11892|160000.0|1|3|1|30|0|0|0|72583.0|60565.0|54651.0|48468.0|2037.0|2010.0|2017.0|3012.0
21448|200000.0|2|1|1|32|-2|-2|-1|0.0|0.0|0.0|900.0|0.0|0.0|900.0|880.0
312|30000.0|1|2|1|49|-1|-1|-2|578.0|340.0|-50.0|-440.0|340.0|0.0|0.0|0.0
26534|180000.0|2|1|2|35|0|0|0|68862.0|71970.0|69843.0|67219.0|5000.0|3000.0|2700.0|3000.0
2819|20000.0|1|3|2|40|3|2|2|16383.0|15831.0|15438.0|17371.0|0.0|0.0|2346.0|0.0
18541|80000.0|1|3|1|38|0|0|0|76280.0|71790.0|49835.0|48880.0|3006.0|1879.0|2000.0|2144.0
15853|330000.0|2|2|2|30|-2|-2|-2|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
9368|180000.0|2|1|2|26|0|0|0|49553.0|49772.0|50829.0|51234.0|2000.0|2000.0|2100.0|1600.0
22945|80000.0|2|2|1|29|2|2|2|82639.0|83357.0|78188.0|79492.0|3000.0|0.0|5700.0|3000.0
21313|20000.0|1|2|1|32|-1|-1|-1|390.0|0.0|780.0|0.0|0.0|780.0|0.0|0.0
13699|210000.0|2|3|1|35|0|0|0|26823.0|32032.0|37457.0|43814.0|6000.0|6000.0|7000.0|5000.0
10438|10000.0|2|3|2|46|2|0|0|3510.0|3306.0|3551.0|5577.0|0.0|300.0|2260.0|2000.0
99|50000.0|2|5|2|21|0|0|0|7076.0|7729.0|9442.0|9887.0|2000.0|2000.0|1000.0|2000.0
25752|310000.0|1|1|1|33|-2|-2|-2|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
25811|50000.0|1|2|2|25|2|0|0|19722.0|19305.0|19409.0|20221.0|806.0|1000.0|2000.0|1000.0
5526|60000.0|2|2|2|23|2|2|0|30586.0|30885.0|30268.0|30103.0|1080.0|0.0|1319.0|2200.0
11001|160000.0|1|2|1|62|-2|-2|-2|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
29613|110000.0|2|2|2|35|0|0|0|116319.0|116082.0|111141.0|110854.0|4001.0|4173.0|4103.0|3888.0
3105|340000.0|2|1|2|42|0|0|0|334316.0|307974.0|318240.0|289763.0|1000.0|10521.0|279000.0|11000.0
21301|40000.0|2|2|1|38|0|0|0|21151.0|21884.0|26213.0|30480.0|1380.0|5000.0|5000.0|1128.0
28452|200000.0|1|1|2|24|-1|0|0|198.0|18154.0|13677.0|2018.0|18156.0|0.0|1150.0|0.0
25633|50000.0|1|2|2|35|0|0|0|18172.0|18687.0|19234.0|19552.0|818.0|1000.0|787.0|559.0
16762|190000.0|2|3|1|45|0|0|0|80548.0|81778.0|83082.0|84811.0|3359.0|2663.0|2751.0|3000.0
9831|70000.0|2|1|2|24|0|0|0|66844.0|50410.0|44958.0|46655.0|1702.0|1800.0|2600.0|2000.0
12858|20000.0|1|2|2|41|-1|0|-1|14450.0|8796.0|5419.0|2377.0|8796.0|108.0|2377.0|15742.0
26039|80000.0|2|3|1|36|2|0|-1|1672.0|1672.0|836.0|836.0|836.0|0.0|836.0|390.0
19401|50000.0|2|3|2|51|0|0|0|16846.0|17562.0|18275.0|18711.0|1000.0|1000.0|740.0|1000.0
10039|360000.0|2|2|2|32|0|0|0|23497.0|13128.0|13485.0|0.0|5000.0|3500.0|0.0|0.0
25090|270000.0|1|1|2|31|0|0|0|6436.0|7196.0|7137.0|5587.0|2000.0|1000.0|194.0|1005.0
26205|180000.0|1|3|2|29|-2|-2|-1|2611.0|8710.0|5127.0|8758.0|8736.0|5142.0|8766.0|15040.0
15584|60000.0|1|1|2|31|0|-2|-2|51400.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
16760|470000.0|1|2|1|52|0|0|0|88892.0|90944.0|93739.0|96428.0|5000.0|5000.0|5000.0|5000.0
2193|180000.0|2|2|1|35|0|0|0|6801.0|6759.0|6918.0|9777.0|1000.0|3000.0|4000.0|2000.0
11585|80000.0|2|3|2|41|0|0|0|27911.0|11687.0|11926.0|11926.0|1000.0|239.0|0.0|1696.0
21537|30000.0|2|3|2|22|0|0|0|28122.0|29836.0|1630.0|0.0|1714.0|104.0|0.0|0.0
18469|400000.0|1|2|1|34|-1|-1|-1|11867.0|7839.0|14837.0|7959.0|7839.0|14837.0|7959.0|5712.0
2965|360000.0|2|1|2|27|0|0|-1|175512.0|74334.0|46985.0|50276.0|1372.0|0.0|50276.0|13460.0
25030|240000.0|2|2|2|36|-2|-2|-2|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
24270|20000.0|1|1|2|37|0|0|0|16350.0|17322.0|18319.0|19297.0|2000.0|2000.0|2000.0|2000.0
21668|150000.0|2|2|2|25|0|0|0|101572.0|103062.0|83567.0|85098.0|3000.0|3000.0|3100.0|3100.0
10832|50000.0|1|2|1|26|2|2|3|12311.0|11816.0|14014.0|13506.0|0.0|2394.0|0.0|0.0
24994|230000.0|2|2|2|28|2|2|2|201358.0|204067.0|200720.0|212403.0|7500.0|0.0|15079.0|8000.0
13164|140000.0|1|2|2|36|0|0|2|62411.0|64372.0|70015.0|68745.0|3000.0|6700.0|0.0|3000.0
13467|30000.0|2|2|1|25|2|0|0|29765.0|28933.0|29205.0|29630.0|0.0|978.0|2300.0|0.0
16209|280000.0|1|2|1|34|0|0|0|51436.0|34260.0|36564.0|33331.0|1372.0|3931.0|3047.0|671.0
138|250000.0|2|3|0|26|0|0|0|131031.0|83674.0|64760.0|52397.0|3011.0|3000.0|2500.0|2000.0
15352|250000.0|2|2|1|29|-2|-2|-2|258.0|258.0|258.0|258.0|258.0|258.0|258.0|258.0
28011|50000.0|2|2|2|24|0|0|0|48614.0|26667.0|26036.0|26850.0|1083.0|1100.0|1400.0|3000.0
28952|50000.0|2|2|1|45|0|0|0|9215.0|9215.0|8011.0|5615.0|0.0|1000.0|1904.0|1664.0
4602|130000.0|1|1|1|47|2|2|2|118814.0|119915.0|121325.0|122052.0|4503.0|4605.0|4400.0|4204.0
19444|250000.0|1|3|1|28|0|0|0|92278.0|93354.0|95309.0|97411.0|3186.0|3301.0|3525.0|3095.0
16348|500000.0|2|1|1|44|-1|-1|-1|33166.0|48858.0|66050.0|43769.0|48858.0|66050.0|43769.0|37509.0
7197|50000.0|1|2|1|39|2|2|2|33261.0|32427.0|34579.0|35476.0|0.0|2700.0|1600.0|1500.0
4011|200000.0|2|1|2|28|0|0|0|153377.0|134027.0|135120.0|136512.0|5005.0|5004.0|5151.0|5253.0
29849|150000.0|2|2|1|40|-2|-2|-2|16465.0|40215.0|5024.0|19924.0|40442.0|5049.0|20023.0|6035.0
17445|50000.0|1|2|1|56|-1|0|0|16816.0|602.0|712.0|822.0|602.0|500.0|500.0|500.0
8088|30000.0|1|2|2|30|0|0|0|28672.0|29622.0|30271.0|24536.0|1500.0|1000.0|1000.0|1000.0
253|440000.0|2|1|2|28|0|0|0|62021.0|59545.0|48225.0|40049.0|5000.0|3000.0|3000.0|3000.0
26062|250000.0|2|1|2|29|-2|-2|-2|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
5762|20000.0|1|3|2|24|-1|-1|-1|498.0|449.0|1651.0|1114.0|449.0|1700.0|1114.0|0.0
28305|170000.0|1|3|2|30|0|0|0|168955.0|161351.0|126198.0|124746.0|7335.0|4448.0|4519.0|5003.0
14559|30000.0|2|2|1|44|3|2|2|29367.0|28605.0|27855.0|29649.0|0.0|0.0|2400.0|1300.0
2135|190000.0|2|1|2|32|0|0|0|157663.0|161039.0|161907.0|161729.0|10000.0|7000.0|6500.0|6000.0
25283|50000.0|1|2|1|51|0|0|0|47010.0|20661.0|14528.0|15544.0|1000.0|2000.0|2500.0|3000.0
8029|80000.0|2|3|1|35|2|2|2|71389.0|73788.0|74463.0|72834.0|4204.0|2790.0|0.0|3043.0
3494|230000.0|1|2|1|36|0|0|0|201440.0|192978.0|110055.0|100857.0|6246.0|2500.0|2600.0|1300.0
733|50000.0|1|2|2|48|0|2|0|8106.0|9962.0|9656.0|11328.0|2000.0|0.0|2000.0|1000.0
25637|130000.0|2|2|2|26|0|0|0|99330.0|94501.0|91503.0|91064.0|3358.0|3500.0|6000.0|3500.0
1881|50000.0|2|2|1|37|0|0|0|34602.0|35172.0|27568.0|28467.0|1477.0|2000.0|1500.0|2500.0
19494|50000.0|1|2|1|36|7|7|7|2400.0|2400.0|2400.0|2400.0|0.0|0.0|0.0|0.0
4227|340000.0|2|1|1|36|0|2|0|31051.0|34917.0|32110.0|33984.0|5032.0|360.0|6360.0|4116.0
25659|140000.0|2|1|2|40|0|0|0|128285.0|123074.0|97382.0|99364.0|5522.0|3200.0|3300.0|3500.0
20825|50000.0|1|2|1|37|0|0|0|29500.0|28914.0|29529.0|29319.0|1149.0|1197.0|1009.0|990.0
15651|50000.0|1|3|2|29|3|3|3|1050.0|1050.0|1050.0|1050.0|0.0|0.0|0.0|0.0
27042|450000.0|1|1|2|28|0|-1|-1|17111.0|19585.0|9756.0|3282.0|3000.0|10000.0|3300.0|326.0
12339|240000.0|2|2|1|28|0|-1|-1|3428.0|4634.0|4590.0|9675.0|2000.0|4590.0|9675.0|15000.0
16381|30000.0|2|2|1|27|2|2|2|24572.0|24872.0|25427.0|25860.0|1000.0|1100.0|1000.0|1100.0
892|130000.0|1|3|1|27|-1|-2|-1|1354.0|0.0|0.0|2699.0|0.0|0.0|2699.0|3766.0
19559|20000.0|1|2|2|24|0|-2|-2|19618.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
21829|490000.0|1|1|1|39|-1|0|0|2310.0|48409.0|296319.0|181627.0|25053.0|280695.0|17398.0|160111.0
24670|50000.0|2|2|2|22|0|2|0|16391.0|17804.0|10868.0|12151.0|2050.0|0.0|2000.0|3000.0
121|410000.0|2|1|1|53|-1|-1|-1|7884.0|1842.0|1129.0|7592.0|1842.0|1129.0|7592.0|0.0
18766|70000.0|2|3|1|45|0|0|0|69744.0|50190.0|49603.0|49469.0|2000.0|1800.0|2000.0|2000.0
22577|500000.0|1|1|1|35|-2|-1|-1|7009.0|12515.0|8037.0|7944.0|12587.0|8071.0|7978.0|13896.0
22560|50000.0|1|1|2|27|-1|-1|-1|3225.0|656.0|176.0|0.0|656.0|176.0|0.0|476.0
2086|20000.0|1|3|2|56|0|0|0|17609.0|17329.0|17850.0|18046.0|700.0|800.0|602.0|600.0
6642|100000.0|2|2|1|42|0|0|0|9417.0|10002.0|9804.0|9626.0|1139.0|331.0|350.0|500.0
27742|160000.0|1|2|2|28|-1|-1|-1|550.0|550.0|550.0|550.0|550.0|550.0|550.0|550.0
7208|260000.0|1|2|1|62|-1|-1|-1|390.0|390.0|390.0|390.0|390.0|390.0|390.0|390.0
11773|240000.0|2|1|1|44|0|0|0|184976.0|188934.0|196884.0|199267.0|7000.0|11000.0|7181.0|7236.0
16972|140000.0|2|3|1|42|2|2|0|47722.0|50411.0|49473.0|50649.0|3800.0|0.0|2000.0|2000.0
29182|200000.0|2|2|2|34|-2|-2|-2|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
11067|130000.0|2|2|2|23|0|0|0|62963.0|58470.0|59069.0|51599.0|3000.0|2500.0|2000.0|3000.0
11968|360000.0|1|1|2|29|-2|-2|-2|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
13504|730000.0|1|2|1|37|0|-1|0|49082.0|26873.0|514114.0|499100.0|9035.0|528897.0|22005.0|15000.0
