CUSTOMER_ID|LIMIT_BAL|SEX|EDUCATION|MARRIAGE|AGE|PAY_3|PAY_4|PAY_5|PAY_6|BILL_AMT2|BILL_AMT3|BILL_AMT4|BILL_AMT5|BILL_AMT6|PAY_AMT2|PAY_AMT3|PAY_AMT4|PAY_AMT5|PAY_AMT6
22591|240000.0|2|2|1|34|0|0|0|0|10142.0|12211.0|13828.0|11337.0|11577.0|2550.0|2167.0|1000.0|389.0|1000.0
22609|200000.0|1|2|2|29|0|2|0|0|16201.0|20926.0|20260.0|24754.0|29383.0|5000.0|0.0|5000.0|5054.0|5054.0
16291|320000.0|2|2|1|35|0|2|0|0|4914.0|6630.0|6393.0|9721.0|10584.0|1789.0|0.0|3425.0|1000.0|3425.0
11698|20000.0|1|2|2|24|0|0|0|2|16424.0|17242.0|18448.0|19495.0|20026.0|1400.0|1500.0|1500.0|1000.0|0.0
18461|120000.0|2|2|1|27|0|0|2|0|78276.0|78971.0|80907.0|79219.0|77809.0|3000.0|9000.0|0.0|3000.0|3000.0
24756|160000.0|2|2|2|27|0|0|0|0|164211.0|165587.0|161950.0|161680.0|164031.0|7600.0|6100.0|5900.0|6300.0|7500.0
15458|240000.0|2|1|2|33|-2|-2|-2|-2|0.0|5000.0|0.0|254.0|9366.0|5000.0|0.0|254.0|9366.0|1150.0
29558|20000.0|2|1|2|24|2|-1|-1|0|5487.0|2778.0|6572.0|5016.0|2508.0|0.0|6572.0|5016.0|0.0|0.0
16610|70000.0|2|2|2|26|2|2|2|2|48134.0|52431.0|52479.0|53345.0|52333.0|5100.0|2000.0|2000.0|0.0|4046.0
16928|20000.0|1|2|1|53|0|0|0|0|16515.0|17827.0|17874.0|18288.0|18557.0|1593.0|640.0|702.0|612.0|1000.0
23634|30000.0|2|2|2|22|2|2|-1|-1|200.0|200.0|200.0|29847.0|30089.0|0.0|0.0|29847.0|340.0|0.0
22197|400000.0|1|1|1|46|0|0|0|0|34538.0|31648.0|127340.0|129411.0|128796.0|4000.0|100000.0|5000.0|4183.0|3613.0
1652|200000.0|2|1|2|32|-1|-1|0|0|12113.0|16152.0|19443.0|19189.0|13947.0|16239.0|19446.0|529.0|400.0|277.0
3557|50000.0|1|2|2|53|0|0|0|0|19486.0|19917.0|20017.0|20146.0|20221.0|1310.0|680.0|705.0|728.0|690.0
2035|70000.0|1|1|2|28|2|2|0|0|70859.0|71946.0|69337.0|29949.0|29380.0|2800.0|0.0|1200.0|1200.0|1200.0
2110|110000.0|1|2|1|35|0|0|0|0|73221.0|74341.0|50184.0|51412.0|49448.0|3000.0|1800.0|2041.0|2069.0|3000.0
3471|250000.0|1|1|2|33|0|0|0|0|80024.0|83952.0|87147.0|91191.0|94220.0|5000.0|5000.0|5000.0|4000.0|5000.0
1043|20000.0|2|2|1|32|2|7|7|7|2400.0|2400.0|2400.0|2400.0|2400.0|0.0|0.0|0.0|0.0|0.0
29185|10000.0|1|1|2|26|-1|-1|-1|-2|5677.0|2735.0|4564.0|0.0|0.0|2735.0|4564.0|0.0|0.0|0.0
18733|170000.0|2|1|1|28|-1|-1|-1|-1|1295.0|0.0|376.0|0.0|376.0|0.0|376.0|0.0|376.0|0.0
28133|30000.0|1|1|2|28|2|0|0|0|9815.0|7576.0|5746.0|3900.0|1944.0|0.0|144.0|128.0|39.0|1944.0
10610|20000.0|1|3|2|34|3|2|2|2|14996.0|14474.0|13944.0|15073.0|14692.0|0.0|0.0|1363.0|0.0|2000.0
7759|60000.0|2|2|1|24|0|0|0|2|24404.0|21849.0|18474.0|15488.0|11348.0|2000.0|1200.0|1000.0|0.0|3500.0
19254|20000.0|1|3|1|44|0|0|0|0|6874.0|8037.0|8253.0|8427.0|9468.0|1285.0|500.0|307.0|1182.0|0.0
4311|70000.0|2|1|2|24|2|2|2|2|52650.0|53099.0|51648.0|55409.0|54366.0|1900.0|0.0|4600.0|0.0|2300.0
18158|50000.0|2|2|2|27|2|2|2|2|8862.0|10061.0|9751.0|11585.0|11250.0|1500.0|0.0|2000.0|0.0|1600.0
28037|280000.0|2|1|1|63|-2|-2|-2|-2|-200.0|-200.0|-200.0|-200.0|-200.0|0.0|0.0|0.0|0.0|200.0
28715|470000.0|1|2|1|32|0|0|0|0|143173.0|145293.0|148871.0|152309.0|155769.0|6000.0|6000.0|6000.0|6000.0|8000.0
12486|240000.0|1|1|1|36|0|0|2|2|15513.0|17242.0|18450.0|18013.0|19406.0|2000.0|1500.0|0.0|1700.0|700.0
22356|380000.0|2|1|1|40|-2|-2|-2|-2|54457.0|47872.0|24543.0|0.0|0.0|0.0|24543.0|0.0|0.0|0.0
7058|50000.0|1|1|2|49|0|0|0|0|27209.0|23740.0|19448.0|19594.0|19762.0|3014.0|684.0|1000.0|713.0|677.0
8932|150000.0|1|2|2|32|0|0|0|0|84560.0|35726.0|27886.0|32415.0|39531.0|3000.0|3000.0|5000.0|8000.0|2000.0
7613|100000.0|1|2|1|40|2|2|2|0|69025.0|74489.0|78660.0|76797.0|78404.0|6600.0|6000.0|0.0|3000.0|3100.0
8526|200000.0|1|1|1|31|0|0|0|0|159466.0|162739.0|163555.0|166452.0|168398.0|5100.0|5000.0|6000.0|4500.0|20000.0
5713|20000.0|2|1|2|23|0|0|0|0|18387.0|19573.0|19504.0|19642.0|20128.0|1600.0|700.0|1000.0|1000.0|1000.0
2369|30000.0|2|2|2|37|2|0|0|0|30320.0|28991.0|29066.0|29340.0|30786.0|0.0|1178.0|1223.0|2435.0|1200.0
9644|120000.0|2|1|2|34|0|2|2|2|107588.0|115372.0|112027.0|119702.0|121650.0|9600.0|0.0|9500.0|4100.0|0.0
14508|300000.0|1|2|1|38|0|2|2|2|171685.0|181780.0|177363.0|189423.0|188567.0|14500.0|0.0|15150.0|7700.0|0.0
2707|290000.0|1|1|2|29|-1|-1|0|0|2830.0|1357.0|14959.0|13459.0|115990.0|1359.0|14968.0|2022.0|110142.0|205.0
24881|310000.0|2|2|1|37|0|0|0|0|27595.0|29616.0|29598.0|27589.0|28985.0|5616.0|9598.0|5589.0|5985.0|9382.0
24471|210000.0|2|2|2|25|0|0|-1|-1|34601.0|30853.0|13774.0|3988.0|0.0|1371.0|1000.0|11197.0|0.0|3223.0
7699|20000.0|1|3|1|30|0|0|-1|0|17834.0|18790.0|-27490.0|20001.0|17985.0|1400.0|0.0|47700.0|700.0|1000.0
15050|20000.0|2|1|2|23|0|0|0|-2|16988.0|15973.0|18773.0|0.0|0.0|2000.0|3000.0|0.0|0.0|0.0
10170|20000.0|1|2|2|22|0|0|0|2|17413.0|18608.0|19138.0|20690.0|20174.0|1502.0|822.0|2000.0|0.0|220.0
22708|40000.0|1|3|2|43|7|7|7|7|2400.0|2400.0|2400.0|2400.0|2400.0|0.0|0.0|0.0|0.0|0.0
22773|70000.0|2|2|2|24|-2|-1|-1|0|0.0|0.0|680.0|69257.0|68557.0|0.0|680.0|71867.0|9812.0|2900.0
27125|30000.0|2|2|1|41|2|-1|-1|-1|856.0|428.0|428.0|13749.0|659.0|0.0|428.0|13749.0|659.0|5548.0
17968|50000.0|2|2|1|40|2|0|0|0|35385.0|31558.0|31664.0|15700.0|0.0|0.0|1000.0|314.0|0.0|0.0
5200|360000.0|2|2|1|40|-1|-1|-1|0|725.0|4268.0|2085.0|26896.0|18455.0|4268.0|2085.0|13448.0|7455.0|4759.0
13586|120000.0|2|1|2|27|-1|-1|-1|2|700.0|700.0|10673.0|9671.0|9332.0|700.0|10673.0|2550.0|0.0|10000.0
17012|200000.0|1|1|2|33|-1|-1|0|0|416.0|83.0|667.0|251.0|-165.0|499.0|1000.0|0.0|0.0|1000.0
27059|100000.0|1|3|1|51|0|0|0|0|93752.0|92293.0|92434.0|95478.0|40514.0|3269.0|3407.0|5024.0|5056.0|5135.0
22419|100000.0|1|2|1|44|0|2|0|0|11119.0|12376.0|4419.0|2946.0|1473.0|3000.0|0.0|0.0|0.0|3230.0
19186|160000.0|2|1|1|39|-1|-1|0|0|1955.0|2047.0|15848.0|16848.0|0.0|2047.0|15848.0|1000.0|0.0|0.0
9540|70000.0|1|2|2|25|-1|-1|-2|-2|21597.0|3340.0|0.0|0.0|0.0|3340.0|0.0|0.0|0.0|8535.0
13607|200000.0|2|1|2|33|0|0|0|0|80051.0|80906.0|82088.0|81564.0|87241.0|5000.0|4000.0|3000.0|9000.0|4000.0
4257|130000.0|1|2|1|54|0|0|0|0|63099.0|57700.0|53308.0|48722.0|48831.0|2100.0|2500.0|2100.0|2100.0|1500.0
6779|80000.0|2|2|1|35|-1|-1|-1|-1|-1624.0|2072.0|1752.0|1876.0|1876.0|5572.0|1752.0|2000.0|1876.0|2071.0
28758|50000.0|2|1|2|26|-1|0|0|-1|1343.0|2174.0|3479.0|3006.0|810.0|2500.0|3000.0|1000.0|900.0|48578.0
13651|240000.0|1|2|2|37|2|0|0|2|46111.0|45268.0|46295.0|48903.0|49763.0|0.0|1900.0|3500.0|1600.0|0.0
